round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
47,1,0.14109775890487442,0.0,0.0,0.5883069490131579,0.9500490684961531,0.5589204688997645,0.15524127387049558,0.0,0.0,0.0,0.0,0.4116930509868421,0,0.0,0,0.05242013125925472,0.2169698471497548,0.0,0.0,0.2693899784090095,0.26938997860997915,194560,760,0.28885908891495904,0.961194490131579,40,0.6039558454088796
48,1,0.14072300100328974,0.0,0.0,0.6167711759868421,0.9549617012494472,0.588992851502017,0.16708821398573684,0.0,0.0,0.0,0.0,0.3832288240131579,0,0.0,0,0.043287220431834854,0.21164971480244085,0.0,0.0,0.2549369352342757,0.25493693511540955,194560,760,0.31221864486211226,0.9420230263157895,40,0.6545084971874738
49,1,0.14034103583401422,0.0,0.0,0.6063373766447369,0.9404466281718807,0.5702279414001264,0.1573729383170997,0.0,0.0,0.0,0.0,0.39366262335526314,0,0.0,0,0.04878360641228746,0.20344670532565368,0.0,0.0,0.25223031173794114,0.2522303115478472,194560,760,0.3329055015389856,0.9347553453947368,40,0.7033683215379
50,1,0.13995190528383286,0.0,0.0,0.5809364720394737,0.9372817609895444,0.5445011595362111,0.1794705215400379,0.0,0.0,0.0,0.0,0.4190635279605263,0,0.0,0,0.04515352913203012,0.2074063099038444,0.0,0.0,0.25255983903587453,0.2525598389341643,194560,760,0.34691886576382736,0.9189247532894737,40,0.7499999999999999
51,1,0.13955565202529577,0.0,0.0,0.6083418996710527,0.9441545803737323,0.5743687910076819,0.11615868166309634,0.0,0.0,0.0,0.0,0.3916581003289474,0,0.0,0,0.042036442586380104,0.20810047200831927,0.0,0.0,0.2501369145946994,0.25013691453557263,194560,760,0.38096029636891265,0.9548673930921052,40,0.7938926261462365
52,1,0.13915231951203802,0.0,0.0,0.59765625,0.9288054883869645,0.5551064051687717,0.15149597685759594,0.0,0.0,0.0,0.0,0.40234375,0,0.0,0,0.033044906664566186,0.20810014566308574,0.0,0.0,0.24114505232765193,0.2411450522314561,194560,760,0.3984981373932801,0.9517475328947368,40,0.8345653031794289
53,1,0.1387419519740148,0.0,0.0,0.6114720394736842,0.9233461006384645,0.5646003232974756,0.18630947788907706,0.0,0.0,0.0,0.0,0.3885279605263158,0,0.0,0,0.039846053401829284,0.20177970786431904,0.0,0.0,0.24162576126614832,0.24162576096622568,194560,760,0.4119326075440959,0.9300113075657894,40,0.8715724127386972
54,1,0.13832459441265113,0.0,0.0,0.6003083881578948,0.9237538429844758,0.5545371805366717,0.19946884101403778,0.0,0.0,0.0,0.0,0.3996916118421053,0,0.0,0,0.0476753875031136,0.20805674607032223,0.0,0.0,0.2557321335734358,0.25573213283756846,194560,760,0.4253790789332829,0.9366262335526315,40,0.9045084971874735
55,1,0.1379002925959068,0.0,0.0,0.6215460526315789,0.9192962249014925,0.571384939786635,0.15520475462422167,0.0,0.0,0.0,0.0,0.37845394736842103,0,0.0,0,0.04592947117098926,0.19794603220530246,0.0,0.0,0.2438755033762917,0.2438755032361338,194560,760,0.455442557817227,0.9472913240131579,40,0.9330127018922194
56,1,0.13746909305325744,0.0,0.0,0.6110197368421053,0.9303319293749926,0.568451170662516,0.14854201449473436,0.0,0.0,0.0,0.0,0.38898026315789475,0,0.0,0,0.04056421874832411,0.20103615281221113,0.0,0.0,0.24160037156053524,0.2416003712403931,194560,760,0.44705982269033007,0.9346217105263158,40,0.9567727288213005
57,1,0.13703104307059216,0.0,0.0,0.6119397615131579,0.9240812016267973,0.5654820301422947,0.14605503565705333,0.0,0.0,0.0,0.0,0.3880602384868421,0,0.0,0,0.03306652693197401,0.20061928296559736,0.0,0.0,0.23368580989757137,0.23368580985422197,194560,760,0.46234594218825037,0.9402240953947368,40,0.9755282581475767
58,1,0.13658619068502784,0.0,0.0,0.6069078947368421,0.9209801036167921,0.558950095780586,0.17230709599649632,0.0,0.0,0.0,0.0,0.3930921052631579,0,0.0,0,0.03112911911433146,0.20723211437855896,0.0,0.0,0.23836123349289043,0.23836123361007164,194560,760,0.4581976508623675,0.9167865953947368,40,0.989073800366903
59,1,0.13613458467964154,0.0,0.0,0.6196546052631579,0.9260396403671498,0.5738247278097429,0.15166152335249966,0.0,0.0,0.0,0.0,0.3803453947368421,0,0.0,0,0.031014911091494325,0.20969351727123323,0.0,0.0,0.24070842836272754,0.24070842878794985,194560,760,0.4592276259472496,0.9073601973684211,40,0.9972609476841364
60,1,0.13567627457812104,0.0,0.0,0.6117084703947369,0.9163239332729213,0.5605231116084676,0.17397284094783427,0.0,0.0,0.0,0.0,0.38829152960526314,0,0.0,0,0.035459128321044295,0.2024515178446707,0.0,0.0,0.237910646165715,0.23791064599430875,194560,760,0.4538799537835937,0.8950349506578947,40,1.0
61,1,0.13521131063933362,0.0,0.0,0.6337942023026316,0.9126832317972832,0.5784533408519469,0.13452053024850197,0.0,0.0,0.0,0.0,0.36620579769736844,0,0.0,0,0.041849711521736985,0.19881171803725392,0.0,0.0,0.2406614295589909,0.2406614293099234,194560,760,0.4773536708205938,0.9341539884868421,40,1.0
62,1,0.13473974385181473,0.0,0.0,0.6296823601973685,0.9108328916852324,0.5735354049817512,0.13625924043161305,0.0,0.0,0.0,0.0,0.3703176398026316,0,0.0,0,0.03948957381270654,0.19540910874738504,0.0,0.0,0.23489868256009158,0.23489868236019423,194560,760,0.4817151203947632,0.9570775082236842,40,1.0
63,1,0.13426162592817675,0.0,0.0,0.6313322368421053,0.922682004871197,0.582518894029291,0.1705424662789722,0.0,0.0,0.0,0.0,0.36866776315789473,0,0.0,0,0.030968391846736745,0.19327983125848205,0.0,0.0,0.2242482231052188,0.2242482230557423,194560,760,0.46659363339606086,0.8989000822368421,40,1.0
64,1,0.13377700929943795,0.0,0.037037037037037035,0.6170024671052632,0.926622707314447,0.5717284964887719,0.14416138891645364,0.2822008634868421,0.023625119987835532,0.006667029260547439,0.003443868252859255,0.10079666940789474,0,0.0,0,0.024094000824200185,0.19484755254693722,0.0054679863570624735,0.005684386766561059,0.23009392649476093,0.23009392593644168,194560,760,0.4482705615853008,0.8922131990131579,40,1.0
65,1,0.1332859471092728,0.0,0.07407407407407407,0.6453381990131579,0.923378266836045,0.5958912677278644,0.11589456261870892,0.26519839638157894,0.046031886698107,0.012207582534756511,0.006214722863698722,0.08946340460526316,0,0.0,0,0.024703775791874105,0.19641609802646073,0.009887047105815557,0.011046793862857783,0.24205371478700818,0.24205371464945769,194560,760,0.45812163078471235,0.9012489720394737,40,1.0
66,1,0.1327884932081842,0.0,0.1111111111111111,0.6147152549342105,0.9203103309118273,0.5657287996850515,0.14522214080942306,0.2838558799342105,0.06930529476798619,0.019672715430466555,0.010913899633114373,0.10142886513157895,0,0.0,0,0.04157051538733006,0.19625053089112043,0.016094918935205677,0.016797847590948406,0.2707138128046046,0.2707138128186527,194560,760,0.4756605211645365,0.9521330180921053,40,1.0
67,1,0.13228470214759813,0.0,0.14814814814814814,0.6397512335526315,0.9193064299416636,0.5881274225680452,0.14599613221852403,0.2687654194078947,0.09202134484977202,0.02473215534302749,0.013495727864976385,0.09148334703947368,0,0.0,0,0.0404101587231516,0.1929549869640093,0.019329399343935832,0.021814089799717388,0.2745086348308141,0.2745086345233415,194560,760,0.4794358398177122,0.9493729440789473,40,1.0
68,1,0.13177462917388172,0.0,0.18518518518518517,0.6159590871710526,0.9124198442661665,0.5620132943909419,0.1823737080049652,0.28707853618421053,0.11578510422436317,0.03323941823266643,0.019114080509538518,0.09696237664473684,0,0.0,0,0.03061438847500157,0.18649928085505962,0.025086166140156817,0.026428524839018287,0.2686283603092363,0.26862835956639364,194560,760,0.4716805993334243,0.9258326480263158,40,1.0
69,1,0.13125833022228447,0.0,0.2222222222222222,0.5978926809210526,0.9097443982622407,0.5439295172299209,0.16405135201486318,0.29464946546052634,0.1382105954162059,0.040723678060366135,0.022876511234177374,0.10745785361842106,0,0.0,0,0.041847598373562125,0.18919903340896493,0.031828392255637376,0.03231404786918595,0.2951890719073504,0.2951890731916616,194560,760,0.4690199504165273,0.9180047286184211,40,1.0
70,1,0.13073586191080455,0.0,0.25925925925925924,0.6475688733552631,0.9223610064380297,0.5972922777659014,0.11331728909556803,0.2628340871710526,0.1581170445587721,0.04155854907278952,0.020249373039022384,0.0895970394736842,0,0.0,0,0.03170557222405669,0.1863994002832394,0.03107319661592211,0.03739566068028846,0.28657382980350665,0.28657382832545986,194560,760,0.4841041026342856,0.9395713404605263,40,1.0
71,1,0.13020728153398006,0.0,0.2962962962962963,0.6454152960526316,0.9135836653295808,0.5896408718275397,0.12428996555482674,0.2626182154605263,0.1799560293454645,0.047259731288068,0.024645811790526894,0.09196648848684211,0,0.0,0,0.029336930390778244,0.1889850318922024,0.036014946859482436,0.04209786380708334,0.29643477294954645,0.29643477207343827,194560,760,0.4874558227822969,0.9463661595394737,40,1.0
72,1,0.12967264705660586,0.0,0.33333333333333326,0.6275544819078948,0.9068812144388745,0.5691173706791903,0.13545342619518602,0.27745168585526314,0.20189536767719574,0.05601621012840616,0.028919171327479967,0.0949938322368421,0,0.0,0,0.023612012511799358,0.18602196038945726,0.04137124159422359,0.045650894735988816,0.296656109231469,0.2966561128042246,194560,760,0.47791717101476694,0.9310032894736842,40,1.0
73,1,0.12913201710737718,0.0,0.37037037037037035,0.6217927631578948,0.9231755967777788,0.5740239052003936,0.17273491492470433,0.28023745888157897,0.23036382281548265,0.06455657232405716,0.03453047964476833,0.09796977796052632,0,0.0,0,0.02316109515155212,0.1810593469068408,0.04683350512420224,0.05188480473285065,0.30293875191544584,0.3029387505234856,194560,760,0.4601140596168606,0.8919973273026316,40,1.0
74,1,0.12858545097246024,0.0,0.4074074074074074,0.623278166118421,0.9097330524273294,0.5670167485742192,0.15691379965650604,0.2792506167763158,0.24803679535002823,0.0692644280847162,0.037215171825434816,0.09747121710526316,0,0.0,0,0.024405182790896537,0.1886168082881915,0.05116371110056256,0.0560127257452606,0.3201984279249112,0.3201984261407664,194560,760,0.4678972468760453,0.9020559210526315,40,1.0
75,1,0.12803300858899105,0.0,0.4444444444444444,0.6520096628289473,0.916906437989051,0.5978318574789323,0.14220429901278725,0.25958059210526313,0.27390919050059265,0.07110150985321716,0.03494357016936288,0.08840974506578947,0,0.0,0,0.023355445427525986,0.18124071326302854,0.051083240119947325,0.061494466861089066,0.3171738656715909,0.31717386743740034,194560,760,0.4683959175881587,0.9026624177631579,40,1.0
76,1,0.1274747505385024,0.0,0.48148148148148157,0.63818359375,0.9021568600345031,0.575741707063035,0.1706362475959682,0.2699270148026316,0.2912158118931013,0.07860701476762953,0.04070286164427862,0.09188939144736842,0,0.0,0,0.020554251562402658,0.18146179018444136,0.055823308336194484,0.06439108376265966,0.32223043384569816,0.32223043479025365,194560,760,0.4663044295224704,0.8946700246710526,40,1.0
77,1,0.1269107380402805,0.0,0.5185185185185185,0.6556280838815789,0.920958266214391,0.6038061034130423,0.12374808038584888,0.2542454769736842,0.31807033589484596,0.08086794426076506,0.040474293316028226,0.09012643914473684,0,0.0,0,0.024373784504898237,0.175905691881321,0.057509108955225756,0.0692557994373593,0.32704438477880426,0.32704438118166046,194560,760,0.48276910287769215,0.9320466694078947,40,1.0
78,1,0.12634103294465165,0.0,0.5555555555555556,0.6657072368421053,0.9043095692357139,0.6020054245857815,0.11588807190756166,0.24974300986842105,0.33093781133668615,0.08264940508249166,0.04023331271631545,0.08454975328947369,0,0.0,0,0.019872821801829175,0.1707962889126257,0.05865460163396266,0.07291453189668601,0.3222382442451035,0.32223824795923733,194560,760,0.48055211621287625,0.9184313322368421,40,1.0
79,1,0.12576569772619958,0.0,0.5925925925925926,0.6134560032894737,0.9081895678892374,0.5571343425465257,0.13983127984929045,0.2830386513157895,0.3643122751780167,0.1031144550241726,0.055408517844778925,0.10350534539473684,0,0.0,0,0.03307781885041071,0.17871893866869965,0.07533176469582098,0.07870378740582085,0.3658323096207522,0.3658323084837512,194560,760,0.47045375714568716,0.9085731907894737,40,1.0
80,1,0.12518479547691438,0.0,0.6296296296296298,0.6410516036184211,0.9058977818625371,0.5807272257773499,0.15948582328120736,0.2678916529605263,0.3770668863557172,0.10101307146251201,0.052424152739542096,0.09105674342105263,0,0.0,0,0.02129485016477319,0.17000436318155968,0.0696336424459302,0.08120484028875712,0.34213769608102024,0.3421376952411313,194560,760,0.4669219268583938,0.8954718338815789,40,1.0
81,1,0.12459838989927391,0.0,0.6666666666666665,0.627184416118421,0.9040460088784957,0.5670035682226482,0.12837093157730506,0.2722193667763158,0.39475761292607053,0.1074606674208649,0.05694848767935151,0.10059621710526316,0,0.0,0,0.02666084851240923,0.1745340833146321,0.07687619607568834,0.0844215525765168,0.3624926804792465,0.3624926870394694,194560,760,0.47442462761935433,0.9067845394736842,40,1.0
