round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_feature_effective,teacher_b_visits,teacher_b_precision,bc_feature_std,tail_gate,tail_b_old_mass,tail_b_new_mass,tail_b_old_wrong,tail_b_new_wrong,tail_a_guard_visits,tail_a_guard_correct,tail_a_removed_correct,tail_a_removed_wrong,tail_b_true_prob,tail_b_true_nll,tail_score_0_visits,tail_score_0_correct,tail_score_1_visits,tail_score_1_correct,tail_score_2_visits,tail_score_2_correct,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
236,3,0.01622299070056202,1.0,1.0,0.7136153371710526,0.909458647015319,0.6490036390329662,0.05548176424161188,0.20108963815789474,0.5627492247104596,0.11316303797066211,0.038075138685465054,0.08529502467105263,0,0.0,0,0.003779318507861861,0.1488535452585079,0.07955790413788667,0.020955456214907926,0.2600147067001672,0.0068684825810027845,39124,0.6639402924036397,0.036565736568483866,0.22455150927394874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.83520412445,45028.899134635925,0.0,0.0,0.0,0.0,0.0,0.0,0.26001470675201793,194560,760,0.39191091174357817,0.7496299342105263,40,1.0
237,3,0.015738374071823234,1.0,1.0,0.7288599917763158,0.9210086565797079,0.6712863618606015,0.050086966878734526,0.19313322368421051,0.5792621531739295,0.11187476700073794,0.037019389672327395,0.07800678453947368,0,0.0,0,0.003738291023220977,0.1409377275377904,0.07240979493791727,0.019692528345867207,0.2423281152484905,0.005549773403694608,37576,0.6786778794975517,0.036622431854668416,0.2630656687635007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23392.37144470215,38857.866936683655,0.0,0.0,0.0,0.0,0.0,0.0,0.24232811561148418,194560,760,0.36663296624625985,0.6929944490131579,40,1.0
238,3,0.015260256148185278,1.0,1.0,0.7318924753289474,0.9084580448899955,0.6648936072070347,0.04654429648255341,0.1879163240131579,0.5499496259762628,0.10334451210587041,0.03732549966325199,0.08019120065789474,0,0.0,0,0.0039989825276088116,0.1427262658400363,0.07758176903068824,0.020930207548172854,0.2512619760063152,0.006024751059809014,36561,0.6117994584393206,0.03670746809557864,0.30348748417303817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20418.497566223145,49558.04337501526,0.0,0.0,0.0,0.0,0.0,0.0,0.2512619756652336,194560,760,0.42695625124401165,0.8115491365131579,40,1.0
239,3,0.01478868936066642,1.0,1.0,0.716956208881579,0.9150189034093149,0.6560284840433221,0.049129949214463856,0.1971217105263158,0.5660261997318188,0.1115760526938462,0.03903258696051413,0.08592208059210527,0,0.0,0,0.0035757218312171875,0.1481591052522785,0.07948058118529029,0.019480479610593696,0.25682202716938546,0.006126139290005851,38352,0.6160043804755945,0.03654474620952418,0.3454915028125263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21656.399497032166,49609.06043148041,0.0,0.0,0.0,0.0,0.0,0.0,0.25682202769737494,194560,760,0.3929170899877423,0.7371556332236842,40,1.0
240,3,0.014323725421878951,1.0,1.0,0.7129625822368421,0.9163772867032448,0.6533427166311364,0.05578682806134518,0.20318153782894738,0.5728480624518107,0.1163921502712918,0.039006847244883444,0.08385587993421052,0,0.0,0,0.00372124446305526,0.15007001053737967,0.07905954741627762,0.019670011756059372,0.2582534830725682,0.0057326688997962165,39531,0.6665907768586679,0.03665847321972251,0.3887395330218428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24325.793538093567,44755.04032421112,0.0,0.0,0.0,0.0,0.0,0.0,0.2582534841997059,194560,760,0.3693390515878012,0.7004677220394737,40,1.0
241,3,0.013865415320358428,1.0,1.0,0.7395713404605263,0.9145493379900383,0.6763744798145797,0.04371709149379872,0.17971833881578947,0.5425888608619277,0.09751316873405717,0.034857199144378105,0.08071032072368421,0,0.0,0,0.0034826585069822613,0.14026616343640183,0.07679136282960443,0.02141365973180846,0.24711805109877452,0.005164206593977532,34966,0.5901447120059486,0.03636552382162527,0.43288336709117226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18664.103645801544,48564.58569812775,0.0,0.0,0.0,0.0,0.0,0.0,0.24711805079132318,194560,760,0.42743100796483063,0.7996402138157894,40,1.0
242,3,0.013413809314972196,1.0,1.0,0.7321803042763158,0.9097217225804506,0.6660803276457284,0.043825225985461944,0.18855365953947367,0.5553870271950762,0.10472025643838079,0.035953005003791894,0.07926603618421052,0,0.0,0,0.0031554882316605043,0.13936413902005082,0.07383476375161033,0.020922451191826872,0.24221937926884396,0.004942537073695444,36685,0.6264140656944255,0.03648154570377971,0.4775675848247425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20897.62276983261,46780.93491458893,0.0,0.0,0.0,0.0,0.0,0.0,0.2422193797697362,194560,760,0.40295627926917454,0.7616879111842105,40,1.0
243,3,0.012968956929407856,1.0,1.0,0.7290810032894737,0.9168461828329296,0.6684551348419566,0.047567024276787905,0.19031661184210527,0.562526544355813,0.10705814599304607,0.03726115049059062,0.08060238486842106,0,0.0,0,0.00377822237056343,0.14473236483570776,0.07612995562437726,0.02004559132123464,0.2500997804245976,0.0054136462727144945,37028,0.6329264340499082,0.036659360574068205,0.5224324151752573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21630.28465938568,46999.63275337219,0.0,0.0,0.0,0.0,0.0,0.0,0.2500997808124674,194560,760,0.40035206967670667,0.7590871710526316,40,1.0
244,3,0.012530906946742542,1.0,1.0,0.7160567434210526,0.9099200346005145,0.6515543767496159,0.05775672461298344,0.2032689144736842,0.5739631659342905,0.11666886968734233,0.03771716317125155,0.08067434210526316,0,0.0,0,0.0045036926882810226,0.14680394726854407,0.07825993553637282,0.021675693612349663,0.2564474412268656,0.0052041721213180086,39548,0.6842571052897745,0.03679334354145746,0.5671166329088276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25072.697061538696,42833.649908065796,0.0,0.0,0.0,0.0,0.0,0.0,0.2564474411700901,194560,760,0.3715540218314058,0.7181280838815789,40,1.0
245,3,0.012099707404093205,1.0,1.0,0.7425986842105263,0.9121338148317728,0.6773493707180023,0.04705622333383776,0.18229337993421052,0.5574653086066834,0.10162223530198006,0.03547098447023401,0.07510793585526315,0,0.0,0,0.0032118934649732088,0.13721229244807834,0.06888265211723353,0.021874839402735238,0.23578348578855332,0.004601808355532979,35467,0.6612907773423182,0.03691523340285609,0.6112604669781572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21605.74742603302,39813.111713409424,0.0,0.0,0.0,0.0,0.0,0.0,0.23578348585257405,194560,760,0.39417378429911637,0.7584806743421053,40,1.0
246,3,0.011675405587348866,1.0,1.0,0.7087736430921052,0.9132244748651986,0.6472694380110816,0.053380769641922884,0.20567434210526317,0.5680103243374434,0.11682514976710082,0.04017899813081481,0.08555201480263158,0,0.0,0,0.0038016913443387145,0.14839667701407483,0.07704590005849145,0.019111138973385098,0.2533337104629946,0.0049783030727044925,40016,0.6735805677728909,0.036670143823874624,0.6545084971874737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24798.62623500824,44878.5108127594,0.0,0.0,0.0,0.0,0.0,0.0,0.2533337101928498,194560,760,0.3789322193515928,0.7165861430921052,40,1.0
247,3,0.011258048025985219,1.0,1.0,0.7434673108552632,0.912055035718839,0.6780831047578861,0.04032650454564167,0.1789782072368421,0.5343870897404283,0.0956436432922553,0.03528528359326485,0.07755448190789474,0,0.0,0,0.003533479312892795,0.13679027525021842,0.07396072876688681,0.022099703607198443,0.2408312740305203,0.004447087093323812,34822,0.6008270633507553,0.03632898063545949,0.6965125158269618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19020.0239777565,47454.2564163208,0.0,0.0,0.0,0.0,0.0,0.0,0.24083127394122514,194560,760,0.43484427042697604,0.8314144736842105,40,1.0
248,3,0.010847680487962004,1.0,1.0,0.7120888157894737,0.9140648340184909,0.6508953452110291,0.05443537014561068,0.20293482730263157,0.564796632991308,0.11461690717719887,0.04102696279970635,0.08497635690789473,0,0.0,0,0.003761846981835429,0.1524095632233902,0.08038829114092023,0.021658172734866015,0.2629070267453943,0.004689152664382403,39483,0.6381987184357825,0.03649834146429049,0.7369343312364993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23293.362272262573,48838.6653842926,0.0,0.0,0.0,0.0,0.0,0.0,0.26290702613952915,194560,760,0.3817090480147224,0.7429224917763158,40,1.0
249,3,0.010444347974704237,1.0,1.0,0.7389699835526315,0.9116557116753048,0.6736862062623626,0.046390792748915326,0.18295127467105263,0.5520532421825274,0.1009988443435807,0.03681163330881023,0.07807874177631578,0,0.0,0,0.00365032083992494,0.14286498420038504,0.0739956857342469,0.020736536165013128,0.24533324298994558,0.004085716050375547,35595,0.6156763590391909,0.036516366041216414,0.7754484907260513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20057.16307401657,46001.11320877075,0.0,0.0,0.0,0.0,0.0,0.0,0.24533324230854447,194560,760,0.4176811491384318,0.789879728618421,40,1.0
250,3,0.010048094716167116,1.0,1.0,0.7352641858552632,0.9107770351873826,0.6696617352727212,0.04570203908339241,0.18539782072368421,0.5486120461181588,0.10171147777306798,0.037595897460184796,0.07933799342105263,0,0.0,0,0.003576735307682324,0.14151344899284213,0.07365245726939879,0.022162696115280454,0.24486977331895968,0.003964435633755975,36071,0.6122924232763162,0.036626305940904116,0.8117449009293667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20115.41065263748,46865.98172187805,0.0,0.0,0.0,0.0,0.0,0.0,0.2448697731290993,194560,760,0.41606050970915115,0.7899208470394737,40,1.0
251,3,0.00965896416598578,1.0,1.0,0.7119706003289473,0.9180069145423884,0.6535939340528689,0.04980392809834724,0.20227693256578946,0.5612869069803748,0.1135353938333298,0.039889306071410446,0.08575246710526316,0,0.0,0,0.0039126412356716555,0.15149548185106956,0.08044857770498647,0.020385913674376515,0.26092984638735195,0.004687231921247746,39355,0.616185999237708,0.03647713046030779,0.8455313244934324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22249.402667999268,51184.605600357056,0.0,0.0,0.0,0.0,0.0,0.0,0.26092984735181457,194560,760,0.3850688804921351,0.7363384046052631,40,1.0
252,3,0.009276998996710233,1.0,1.0,0.7511461759868421,0.9153963996325116,0.6875965050960842,0.037537533792323975,0.17278988486842106,0.5320596962881737,0.09193453366476062,0.03404041579924524,0.07606393914473684,0,0.0,0,0.0033357980829207103,0.13757957461731216,0.07246663252161326,0.020754712855345324,0.2378742766150926,0.0037375585379011587,33618,0.5566660717472782,0.0363533084084721,0.8765357330018054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16796.887145519257,50765.53866767883,0.0,0.0,0.0,0.0,0.0,0.0,0.23787427671057612,194560,760,0.4477737851636974,0.8393965871710526,40,1.0
253,3,0.008902241095125591,1.0,1.0,0.732262541118421,0.9250353179987977,0.6773687125820863,0.045325503834082105,0.18837890625,0.5784170279635963,0.10896156708415794,0.03709213928638124,0.07935855263157894,0,0.0,0,0.0034330411140935644,0.1431655072705134,0.07015351433503,0.018998167071687548,0.23966652893759985,0.00391629914627533,36651,0.6588633325148018,0.03668286770484165,0.9045084971874737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22114.426740646362,41070.570174217224,0.0,0.0,0.0,0.0,0.0,0.0,0.23966652925469373,194560,760,0.36185983552744516,0.6820261101973685,40,1.0
254,3,0.008534731557658892,1.0,1.0,0.74189453125,0.9174051583492545,0.6806178699198522,0.04175390249645142,0.18109066611842106,0.5556460307661033,0.10062230983749032,0.035065678686614296,0.07701480263157895,0,0.0,0,0.003928976489796217,0.14356741065061407,0.07317315141768439,0.02054688750521133,0.24492346129521858,0.0037070352319125578,35233,0.601311270683734,0.0366545242894637,0.929224396800933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19317.40238714218,47148.359025001526,0.0,0.0,0.0,0.0,0.0,0.0,0.24492346147369398,194560,760,0.3974343240849282,0.7628700657894737,40,1.0
255,3,0.008174510685872417,1.0,1.0,0.7258891858552632,0.9139544672677968,0.6634296641538018,0.04122800136377153,0.1895764802631579,0.5454235088539516,0.10339946906131349,0.03695599696795015,0.08453433388157895,0,0.0,0,0.003752626673782575,0.14493717812982046,0.07878675706880657,0.020921950481439893,0.25247503597515264,0.004076523621303127,36884,0.5985793297906952,0.0363962118857001,0.9504844339512095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19998.564282417297,51157.79576396942,0.0,0.0,0.0,0.0,0.0,0.0,0.2524750358964268,194560,760,0.41190671334533313,0.7857884457236842,40,1.0
256,3,0.00782161798204405,1.0,1.0,0.7313579358552632,0.9163843671123085,0.6702049791812896,0.04629647531669195,0.19131887335526315,0.579589386128266,0.11088638836272845,0.03769132573537431,0.07732319078947368,0,0.0,0,0.0038839054422983043,0.14245475518860315,0.07223703465669563,0.01993564396802532,0.24198210962129738,0.00347077036567498,37223,0.6694516830991591,0.03690957620151733,0.9681174353198686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22760.38134241104,40286.60994911194,0.0,0.0,0.0,0.0,0.0,0.0,0.2419821098250778,194560,760,0.3638917624362205,0.6868986430921052,40,1.0
257,3,0.007476092144835486,1.0,1.0,0.7385074013157895,0.9222751678070046,0.6811070374752346,0.03989857110703413,0.18333675986842105,0.5606457278612852,0.10278697118016059,0.03534651693434602,0.07815583881578947,0,0.0,0,0.003641483477564945,0.1401043955726843,0.07208457016753719,0.021387736226775148,0.24027773502247565,0.0030595495779140803,35670,0.6190075693860387,0.03653924109316186,0.9819814303479266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19914.08851146698,45856.131461143494,0.0,0.0,0.0,0.0,0.0,0.0,0.24027773498704558,194560,760,0.386765120002,0.7189555921052632,40,1.0
258,3,0.007137971065048547,1.0,1.0,0.70927734375,0.91673439709388,0.650218938095005,0.05174377582550637,0.20110505756578947,0.5637105688577255,0.11336504640057683,0.04246020694385822,0.08961759868421053,0,0.0,0,0.004084597134006847,0.15849641660522473,0.0832040435315943,0.020854627461613796,0.27081404361466416,0.004174358882224432,39127,0.6113681089784547,0.03647059606094109,0.9919647942993148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21830.462127685547,53188.91735649109,0.0,0.0,0.0,0.0,0.0,0.0,0.27081404345992366,194560,760,0.37982677356585076,0.7316457648026315,40,1.0
259,3,0.006807291821469861,1.0,1.0,0.7510279605263158,0.9165948025598742,0.6883883251955635,0.04284881482783117,0.17653166118421051,0.5493498773696447,0.09697764642340573,0.03584278866428098,0.07244037828947368,0,0.0,0,0.0035761213129214746,0.13941223682149462,0.06927142853260432,0.021411547355942036,0.2367892804699276,0.0031179464469651545,34346,0.6174809293658651,0.036778397269939124,0.9979871469976196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19272.953736782074,44158.10300159454,0.0,0.0,0.0,0.0,0.0,0.0,0.2367892808820072,194560,760,0.40510732602131994,0.7673622532894737,40,1.0
260,3,0.0064840906768049425,1.0,1.0,0.7335115131578948,0.9200401842891518,0.6748600677440041,0.047214156573050114,0.1906044407894737,0.5771067930185966,0.10999911755911614,0.04000180477619563,0.07588404605263158,0,0.0,0,0.003551771514129972,0.14689777498378565,0.07127243493634619,0.020558284910297705,0.24573293025718732,0.003452663912627797,37084,0.6404109589041096,0.03679851149944098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21707.604635238647,44110.88743686676,0.0,0.0,0.0,0.0,0.0,0.0,0.24573292982225356,194560,760,0.3603263566368505,0.6986430921052632,40,1.0
261,3,0.006168403073701431,1.0,1.0,0.7314967105263158,0.9193758644502842,0.6725204205826709,0.047177536380293435,0.18948396381578947,0.5611705220748694,0.10633281489932224,0.03863633518646422,0.07901932565789474,0,0.0,0,0.0036270451857585853,0.14653227774328306,0.07308235222130621,0.021634646959994973,0.24845372117248574,0.003577399062142879,36866,0.6204904247816416,0.036673759379865306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20835.179007530212,47946.53783035278,0.0,0.0,0.0,0.0,0.0,0.0,0.248453720570787,194560,760,0.37863067963013525,0.723401521381579,40,1.0
262,3,0.005860263630862453,1.0,1.0,0.7514854029605263,0.9235425611913332,0.6940287537480655,0.04371606691274792,0.17555509868421051,0.5607165832376575,0.0984366551041603,0.03550227437333792,0.07295949835526316,0,0.0,0,0.00436723540448216,0.14068278957060293,0.06897519875906016,0.02143355129384681,0.23840620025534393,0.0029474252273518544,34156,0.6258929617051177,0.03670827201812675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19437.97531890869,43474.72597503662,0.0,0.0,0.0,0.0,0.0,0.0,0.2384061995795683,194560,760,0.386973831390864,0.7209755345394737,40,1.0
263,3,0.005559706139250394,1.0,1.0,0.7337787828947369,0.9217492731744251,0.676360059804038,0.04219312280336836,0.18404605263157894,0.5459360932004143,0.10047738294264204,0.036800812417641285,0.08217516447368421,0,0.0,0,0.004326653781945903,0.1472599412118526,0.075047225936463,0.022474828660488128,0.2525182150527728,0.0034095654620231422,35808,0.5875502680965148,0.0364398142077813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18931.077219963074,51678.30191040039,0.0,0.0,0.0,0.0,0.0,0.0,0.25251821377559713,194560,760,0.39738670028746126,0.7556589226973685,40,1.0
264,3,0.0052667635583811484,1.0,1.0,0.7298622532894737,0.9207966580823905,0.6720547236894306,0.04114605352699168,0.18766447368421052,0.5526653077652536,0.10371564410528854,0.03652337071191716,0.08247327302631578,0,0.0,0,0.00395012031076476,0.14556080207816866,0.07387544906845218,0.021532510897438777,0.24830991064694613,0.0033910282921217577,36512,0.600761393514461,0.03649846753595691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19706.811076164246,49407.93878555298,0.0,0.0,0.0,0.0,0.0,0.0,0.24830991083658055,194560,760,0.38943241846404575,0.7366467927631579,40,1.0
265,3,0.004981468012709869,1.0,1.0,0.7494243421052632,0.9220891439939558,0.6910360501000755,0.04316881490675242,0.17930201480263158,0.5698191010987876,0.10216971290003704,0.03657678089864356,0.07127364309210527,0,0.0,0,0.004116359843235267,0.1441802356882315,0.06635037905928728,0.021925194853622664,0.2398838939652533,0.0033117245208766116,34885,0.6597104772824997,0.037014679262708676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21027.03756427765,39035.35796356201,0.0,0.0,0.0,0.0,0.0,0.0,0.23988389364982907,194560,760,0.36561152391919965,0.7135433799342106,40,1.0
266,3,0.004703850788108141,1.0,1.0,0.7453125,0.9237610652695872,0.6884906689587392,0.04288468361176599,0.18068976151315788,0.5707466503919706,0.10312807614375887,0.03543246073746367,0.0739977384868421,0,0.0,0,0.004113366415013412,0.14228491150823078,0.06905595796967023,0.02175769184372927,0.24042863604569759,0.0032167083090538845,35155,0.6458825202673872,0.036936692589599834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20597.028342723846,40957.67946434021,0.0,0.0,0.0,0.0,0.0,0.0,0.24042863647796606,194560,760,0.3586189926847031,0.6845960115131579,40,1.0
267,3,0.00443394232843309,1.0,1.0,0.7535002055921053,0.9116081592562598,0.6868969354190324,0.037840582799215455,0.17208573190789472,0.5382747525528787,0.09262940476060305,0.034413487815886344,0.0744140625,0,0.0,0,0.0035074542381105284,0.13861813673161363,0.06719226070287589,0.022778310116968657,0.23508562408491054,0.002989462295341869,33481,0.5907230966817001,0.036675065697023744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17808.376878738403,46517.75112056732,0.0,0.0,0.0,0.0,0.0,0.0,0.2350856242897479,194560,760,0.4190816524977747,0.7943410773026316,40,1.0
268,3,0.004171772232188926,1.0,1.0,0.7370014391447368,0.9160715173342653,0.6751460266348562,0.04103229158790782,0.18330078125,0.5476343394081247,0.10038180225283692,0.03745965571265276,0.07969777960526316,0,0.0,0,0.0038837664755670917,0.14391918407360973,0.07097183970219799,0.022949692940241413,0.2451148380680503,0.003390354876434063,35663,0.6069035134453075,0.03665246012571611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19643.095357894897,47476.08760547638,0.0,0.0,0.0,0.0,0.0,0.0,0.24511483886132115,194560,760,0.3956611272535826,0.7614103618421053,40,1.0
