round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
47,1,0.14109775890487442,0.0,0.0,0.5830694901315789,0.9958137730378043,0.5806286289111564,0.16682814865520126,0.0,0.0,0.0,0.0,0.41693050986842106,0,0.0,0,0.05750866612376596,0.23200359311150878,0.0,0.0,0.28951225923527474,0.2895122596307805,194560,760,0.2867800629256587,0.9627518503289474,40,0.6039558454088796
48,1,0.14072300100328974,0.0,0.0,0.6152292351973684,0.9969536145498944,0.6133550098067836,0.17816080508974233,0.0,0.0,0.0,0.0,0.38477076480263156,0,0.0,0,0.04391324152468434,0.22555940227681084,0.0,0.0,0.26947264380149516,0.26947264364479406,194560,760,0.3129482351635632,0.9423776726973684,40,0.6545084971874738
49,1,0.14034103583401422,0.0,0.0,0.6043379934210527,0.9952002981321851,0.6014373512252381,0.17495703319528777,0.0,0.0,0.0,0.0,0.39566200657894735,0,0.0,0,0.04829306843595604,0.21944318672544078,0.0,0.0,0.2677362551613968,0.2677362544364051,194560,760,0.3346752420263855,0.9358501233552632,40,0.7033683215379
50,1,0.13995190528383286,0.0,0.0,0.5821443256578948,0.9951323869443874,0.5793106723380717,0.19725716942676197,0.0,0.0,0.0,0.0,0.41785567434210524,0,0.0,0,0.04633799007799672,0.22566737758093758,0.0,0.0,0.2720053676589343,0.2720053675535478,194560,760,0.3444180573679899,0.914293791118421,40,0.7499999999999999
51,1,0.13955565202529577,0.0,0.0,0.6060906661184211,0.9953382139470957,0.6032652011043147,0.13212447929147042,0.0,0.0,0.0,0.0,0.39390933388157895,0,0.0,0,0.04364420070257773,0.22518556479756768,0.0,0.0,0.2688297655001454,0.2688297654158975,194560,760,0.38333919569849967,0.9607678865131579,40,0.7938926261462365
52,1,0.13915231951203802,0.0,0.0,0.5955489309210527,0.994734800231254,0.5924132468276903,0.17151615453369326,0.0,0.0,0.0,0.0,0.40445106907894735,0,0.0,0,0.03353972889093903,0.2282952584326267,0.0,0.0,0.26183498732356575,0.26183498750783896,194560,760,0.39590783525062234,0.9438219572368421,40,0.8345653031794289
53,1,0.1387419519740148,0.0,0.0,0.6066354851973684,0.9931449339071383,0.6024769588520652,0.2186000633923533,0.0,0.0,0.0,0.0,0.39336451480263157,0,0.0,0,0.04338072073281326,0.22315020974921554,0.0,0.0,0.2665309304820288,0.26653093060380534,194560,760,0.4136666975523296,0.9375822368421053,40,0.8715724127386972
54,1,0.13832459441265113,0.0,0.0,0.5972245065789473,0.9935324604964559,0.5933619334901634,0.21921778533999858,0.0,0.0,0.0,0.0,0.4027754934210526,0,0.0,0,0.04692532815893891,0.23022137160756087,0.0,0.0,0.2771466997664998,0.277146699161906,194560,760,0.4227299537117544,0.9298108552631579,40,0.9045084971874735
55,1,0.1379002925959068,0.0,0.0,0.6233963815789474,0.9932308446117869,0.6191765146035897,0.18188420877130212,0.0,0.0,0.0,0.0,0.3766036184210526,0,0.0,0,0.04738198354224503,0.22584101881243682,0.0,0.0,0.27322300235468183,0.27322300255886817,194560,760,0.4593379123822639,0.9488127055921053,40,0.9330127018922194
56,1,0.13746909305325744,0.0,0.0,0.6059159128289474,0.9940220832347413,0.6022937979353101,0.1700937605487477,0.0,0.0,0.0,0.0,0.39408408717105264,0,0.0,0,0.04092831171246392,0.21962054635545142,0.0,0.0,0.26054885806791533,0.2605488580896666,194560,760,0.4464563605816741,0.9338558799342105,40,0.9567727288213005
57,1,0.13703104307059216,0.0,0.0,0.6107987253289474,0.9937954876190296,0.6070090170753629,0.16726123575047638,0.0,0.0,0.0,0.0,0.38920127467105264,0,0.0,0,0.03341745689119163,0.22553126212993735,0.0,0.0,0.258948719021129,0.2589487185603694,194560,760,0.46092490226422483,0.9418020148026316,40,0.9755282581475767
58,1,0.13658619068502784,0.0,0.0,0.6022358141447368,0.9942747503952724,0.5987878637878519,0.19696411355888765,0.0,0.0,0.0,0.0,0.39776418585526313,0,0.0,0,0.03225308317418431,0.2324332472329077,0.0,0.0,0.264686330407092,0.2646863305254986,194560,760,0.4561523605726267,0.9160618832236842,40,0.989073800366903
59,1,0.13613458467964154,0.0,0.0,0.6200092516447369,0.9944040112374107,0.6165396868398315,0.17744145854743884,0.0,0.0,0.0,0.0,0.37999074835526314,0,0.0,0,0.03221329780981729,0.23229370060327806,0.0,0.0,0.26450699841309533,0.2645069986679836,194560,760,0.4645834564770523,0.9148386101973685,40,0.9972609476841364
60,1,0.13567627457812104,0.0,0.0,0.608141447368421,0.9926200216730516,0.603653376667123,0.21522942331717596,0.0,0.0,0.0,0.0,0.3918585526315789,0,0.0,0,0.03719069721670454,0.2269814525583857,0.0,0.0,0.26417214977509024,0.26417214971427855,194560,760,0.46138955693888034,0.9149105674342105,40,1.0
61,1,0.13521131063933362,0.0,0.0,0.6252826891447368,0.9925503542673024,0.6206245546278201,0.16056705846537003,0.0,0.0,0.0,0.0,0.37471731085526316,0,0.0,0,0.045441228790380254,0.22510902311064696,0.0,0.0,0.2705502519010272,0.2705502522325045,194560,760,0.4806587723721015,0.9450760690789474,40,1.0
62,1,0.13473974385181473,0.0,0.0,0.6270764802631579,0.992830839169924,0.6225808681233933,0.17012499167436831,0.0,0.0,0.0,0.0,0.3729235197368421,0,0.0,0,0.04206244054857004,0.2196824699836342,0.0,0.0,0.2617449105322042,0.26174491038055797,194560,760,0.48415866705932115,0.9646689967105263,40,1.0
63,1,0.13426162592817675,0.0,0.0,0.6244449013157894,0.9939221077667408,0.620649592499984,0.19451693943334056,0.0,0.0,0.0,0.0,0.37555509868421055,0,0.0,0,0.031255209696093134,0.21560285491378683,0.0,0.0,0.24685806460987997,0.24685806511460165,194560,760,0.4650051518294372,0.8989566200657895,40,1.0
64,1,0.13377700929943795,0.0,0.037037037037037035,0.6157946134868421,0.9940574469030362,0.6121352212993723,0.1660326681148849,0.2832956414473684,0.023861107132752257,0.006759747650817429,0.003451619972168517,0.10090974506578948,0,0.0,0,0.026169232928230868,0.2191802067976249,0.005414978111413312,0.005708963539865282,0.2564733813771344,0.2564733810918896,194560,760,0.44716052875707024,0.8904708059210527,40,1.0
65,1,0.1332859471092728,0.0,0.07407407407407407,0.6510690789473684,0.9952420420428034,0.6479713196425061,0.14148936397886197,0.2614052220394737,0.04626269614894095,0.012093310358958612,0.00619125639143596,0.08752569901315789,0,0.0,0,0.02450259999329175,0.21776181670199884,0.009620416883313864,0.01107323104410376,0.2629580646227082,0.2629580648910058,194560,760,0.46187599189579487,0.9076942845394737,40,1.0
66,1,0.1327884932081842,0.0,0.1111111111111111,0.6178762335526315,0.9932240855147025,0.6136895570315812,0.1726763613375002,0.28226768092105264,0.07002700400580833,0.01976636002256878,0.010914098453021756,0.0998560855263158,0,0.0,0,0.04018184423621278,0.22100994560475412,0.016101989307990897,0.016871898521108236,0.2941656776700661,0.2941656787536646,194560,760,0.4724456419678111,0.9502569901315789,40,1.0
67,1,0.13228470214759813,0.0,0.14814814814814814,0.6413240131578948,0.9937026727090258,0.6372853859474784,0.16420937386145326,0.26713096217105264,0.09278381554564291,0.02478542992060906,0.01304292483822026,0.09154502467105263,0,0.0,0,0.035607250492045606,0.2141036487233482,0.01923942002839977,0.0219036625003257,0.2908539817441193,0.29085398173253785,194560,760,0.47129064917956526,0.9409025493421053,40,1.0
68,1,0.13177462917388172,0.0,0.18518518518518517,0.6142937911184211,0.9930690921553736,0.6100361774626532,0.2115875254164597,0.28733552631578946,0.11664742463799839,0.03351694915174065,0.01924369552564856,0.09837068256578947,0,0.0,0,0.030251672507208578,0.21345260760893947,0.025034832527595946,0.02665075502607093,0.29538986766981495,0.2953898681229667,194560,760,0.4729888204877314,0.9268400493421053,40,1.0
69,1,0.13125833022228447,0.0,0.2222222222222222,0.5948344983552631,0.9932333154840929,0.5908094409657152,0.1949245880946125,0.2970960115131579,0.1370486845543745,0.04071661756422959,0.02280226860036093,0.10806949013157895,0,0.0,0,0.04334124460162313,0.2182815086684729,0.03147432527542985,0.03257692848729808,0.325674007032824,0.3256740081663195,194560,760,0.4687071533971711,0.9208162006578947,40,1.0
70,1,0.13073586191080455,0.0,0.25925925925925924,0.6450555098684211,0.9944147746862467,0.6414527295059279,0.13300650285336335,0.26398026315789475,0.15914619079909964,0.042011453327722846,0.02085324771775815,0.09096422697368421,0,0.0,0,0.03337004344564201,0.20905230191389196,0.03135057558726744,0.037673099501091135,0.31144602044789255,0.31144601904640073,194560,760,0.48701664536799255,0.9433542351973684,40,1.0
71,1,0.13020728153398006,0.0,0.2962962962962963,0.6436626233552631,0.9936890742728727,0.6396005163459402,0.14972473159187327,0.2635485197368421,0.18066212610462284,0.04761323590738405,0.02481382743633156,0.09278885690789473,0,0.0,0,0.030286854303497087,0.20985742278004949,0.03587274445224459,0.04237050338562934,0.31838752492142053,0.3183875237444514,194560,760,0.4894023133147704,0.949547697368421,40,1.0
72,1,0.12967264705660586,0.0,0.33333333333333326,0.6219520970394737,0.9930829304743338,0.6176500111426177,0.16640877282050878,0.28084909539473685,0.20368626489370853,0.057205103239730784,0.03001203644947198,0.09719880756578947,0,0.0,0,0.026230905507384848,0.2094689196857967,0.04240747707193358,0.046023109722555716,0.3241304119876709,0.3241304151321712,194560,760,0.47952450086411674,0.9342362253289473,40,1.0
73,1,0.12913201710737718,0.0,0.37037037037037035,0.6186215049342105,0.9938683512877239,0.6148283351800944,0.20611048507455149,0.2838404605263158,0.23120179589755221,0.06562442422207249,0.03509427455597018,0.09753803453947368,0,0.0,0,0.02531096267071246,0.2051697757977404,0.04788756649033484,0.0523239206268541,0.33069222558564176,0.3306922245378557,194560,760,0.46258982484670064,0.9003597861842105,40,1.0
74,1,0.12858545097246024,0.0,0.4074074074074074,0.62216796875,0.9928119449763435,0.6176957911566684,0.18734190152271799,0.28040707236842105,0.2467560389758782,0.06919213847845401,0.037237394415454844,0.09742495888157894,0,0.0,0,0.026427301692341355,0.21516019935278516,0.050612578332809036,0.05650059498832007,0.3487006743662556,0.3487006716430187,194560,760,0.4696059014256063,0.9054173519736842,40,1.0
75,1,0.12803300858899105,0.0,0.4444444444444444,0.6527395148026316,0.9936514508494518,0.6485955659104021,0.16932836845517157,0.26019222861842106,0.27343200491400765,0.07114488273417871,0.03588328294541785,0.08706825657894737,0,0.0,0,0.02586202026929976,0.20463599342068559,0.050945351465621534,0.0619435011085711,0.34338686626417797,0.34338686811296565,194560,760,0.46866211720595236,0.9096731085526316,40,1.0
76,1,0.1274747505385024,0.0,0.48148148148148157,0.6345651726973685,0.9923324016437843,0.6296995818222824,0.20529681794639482,0.2733090049342105,0.2928596661401344,0.08004118393812525,0.0419987965375185,0.09212582236842105,0,0.0,0,0.022552922618342564,0.2101441981859113,0.05730445187259284,0.0650179034210088,0.35501947609785545,0.35501947732348194,194560,760,0.4645088573819713,0.89619140625,40,1.0
77,1,0.1269107380402805,0.0,0.5185185185185185,0.6604440789473685,0.9937491441274725,0.6563157381980043,0.1531122223559865,0.25077097039473684,0.31720009648572667,0.07954457600502983,0.03966884395156644,0.08878495065789474,0,0.0,0,0.02528797977521256,0.20041325020750886,0.056637388853207384,0.06989238123331386,0.3522310000692427,0.3522309971287062,194560,760,0.48716611087714373,0.9390727796052631,40,1.0
78,1,0.12634103294465165,0.0,0.5555555555555556,0.6684930098684211,0.9927779639385552,0.6636651292443275,0.14601712322695867,0.24820106907894737,0.33262256123457273,0.08255727529819859,0.040466033319305435,0.08330592105263158,0,0.0,0,0.020064517733178373,0.19717193446857365,0.05769135515554128,0.07363790385207239,0.34856571120936575,0.34856571329659536,194560,760,0.48277715407311916,0.9252826891447369,40,1.0
79,1,0.12576569772619958,0.0,0.5925925925925926,0.6200092516447369,0.991441724644862,0.6147030417464281,0.1777182924732762,0.27907072368421054,0.3636011512637472,0.10147043641558603,0.05452237217932155,0.10092002467105263,0,0.0,0,0.033910156455270846,0.20723267756402491,0.07351430988857853,0.07930667750784295,0.3939638214157173,0.39396382040883365,194560,760,0.47394922385482413,0.9179430509868421,40,1.0
80,1,0.12518479547691438,0.0,0.6296296296296298,0.644371916118421,0.9923589611318949,0.6394482452618448,0.19744687029405644,0.2653114720394737,0.3785054126610101,0.10042182820800104,0.053549411592661945,0.09031661184210527,0,0.0,0,0.02302932781029468,0.19699599734066348,0.06909219681759152,0.08210976399757244,0.3712272859661221,0.37122728540317007,194560,760,0.4723062072929583,0.9047594572368421,40,1.0
81,1,0.12459838989927391,0.0,0.6666666666666665,0.624840666118421,0.9929904644508645,0.6204608232567185,0.15542358619001645,0.2746556332236842,0.3975278107592639,0.10918325258811054,0.05832439220608457,0.10050370065789474,0,0.0,0,0.02855811494105422,0.20186832506993885,0.07630592324003055,0.08548444990526165,0.39221681315628526,0.39221681925026997,194560,760,0.4766768899991324,0.91220703125,40,1.0
