round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes
23,1,0.14921820889519882,0.0,0.0,0.47506681743421053,1.0,0.47506681743421053,0.2019325657894737,0.0,0.0,0.0,0.0,0.5249331825657895,0,0.0,0,0.11688106885351436,0.23507541091622491,0.0,0.0,0.35195647976973926,0.3519564799964428,194560,760,0.0,0.0,0
24,1,0.14914888085534353,0.0,0.0,0.5346731085526316,1.0,0.5346731085526316,0.20628083881578949,0.0,0.0,0.0,0.0,0.46532689144736844,0,0.0,0,0.0781792369174869,0.2278721196773021,0.0,0.0,0.306051356594789,0.3060513563650219,194560,760,0.0,0.0,0
25,1,0.14907662554463533,0.0,0.0,0.5308336759868421,1.0,0.5308336759868421,0.1408974095394737,0.0,0.0,0.0,0.0,0.4691663240131579,0,0.0,0,0.1066487553462043,0.23365097097856433,0.0,0.0,0.3402997263247686,0.34029972661090524,194560,760,0.0,0.0,0
26,1,0.1490014458155901,0.0,0.0,0.5304584703947368,1.0,0.5304584703947368,0.1849609375,0.0,0.0,0.0,0.0,0.46954152960526313,0,0.0,0,0.0727753402695893,0.23533504011207504,0.0,0.0,0.30811038038166433,0.30811038070211283,194560,760,0.0,0.0,0
27,1,0.14892334463617482,0.0,0.0,0.5318616365131579,1.0,0.5318616365131579,0.22205489309210527,0.0,0.0,0.0,0.0,0.4681383634868421,0,0.0,0,0.07407317392736379,0.2314473534100934,0.0,0.0,0.30552052733745716,0.30552052731968854,194560,760,0.0,0.0,0
28,1,0.14884232508969042,0.0,0.0,0.5498406661184211,1.0,0.5498406661184211,0.2317588404605263,0.0,0.0,0.0,0.0,0.45015933388157897,0,0.0,0,0.07386494208599048,0.23346562793380335,0.0,0.0,0.3073305700197938,0.30733056987978913,194560,760,0.0,0.0,0
29,1,0.14875839037464972,0.0,0.0,0.5271175986842105,1.0,0.5271175986842105,0.16822574013157895,0.0,0.0,0.0,0.0,0.47288240131578946,0,0.0,0,0.08944546861610816,0.23431065574680504,0.0,0.0,0.32375612436291323,0.32375612407922744,194560,760,0.0,0.0,0
30,1,0.1486715438046516,0.0,0.0,0.5215100740131579,1.0,0.5215100740131579,0.23075657894736842,0.0,0.0,0.0,0.0,0.4784899259868421,0,0.0,0,0.09040257709321418,0.23298696893218315,0.0,0.0,0.3233895460253973,0.32338954600456515,194560,760,0.0,0.0,0
31,1,0.14858178880825007,0.0,0.0,0.5432822779605263,1.0,0.5432822779605263,0.17872121710526315,0.0,0.0,0.0,0.0,0.4567177220394737,0,0.0,0,0.09339294830386184,0.22833967294151847,0.0,0.0,0.3217326212453803,0.3217326214438991,194560,760,0.0,0.0,0
32,1,0.14848912892881855,0.0,0.0,0.4979440789473684,1.0,0.4979440789473684,0.21640111019736843,0.0,0.0,0.0,0.0,0.5020559210526315,0,0.0,0,0.0966176878369879,0.22497571955778098,0.0,0.0,0.3215934073947689,0.3215934074630863,194560,760,0.0,0.0,0
33,1,0.1483935678244104,0.0,0.0,0.5246556332236842,1.0,0.5246556332236842,0.19710629111842104,0.0,0.0,0.0,0.0,0.4753443667763158,0,0.0,0,0.06790036162373757,0.22546860844289002,0.0,0.0,0.2933689700666276,0.2933689700929742,194560,760,0.0,0.0,0
34,1,0.1482951092676145,0.0,0.0,0.5498098273026316,1.0,0.5498098273026316,0.21860094572368421,0.0,0.0,0.0,0.0,0.45019017269736844,0,0.0,0,0.07061553349883884,0.22811720640839714,0.0,0.0,0.298732739907236,0.29873274030457986,194560,760,0.0,0.0,0
35,1,0.14819375714540606,0.0,0.0,0.5673776726973684,1.0,0.5673776726973684,0.2263466282894737,0.0,0.0,0.0,0.0,0.43262232730263156,0,0.0,0,0.055847827543651585,0.23331422102882673,0.0,0.0,0.2891620485724783,0.28916204826612224,194560,760,0.0,0.0,0
36,1,0.1480895154589933,0.0,0.0,0.5613846628289474,1.0,0.5613846628289474,0.20890727796052633,0.0,0.0,0.0,0.0,0.4386153371710526,0,0.0,0,0.06070330940205359,0.23795680156663845,0.0,0.0,0.29866011096869205,0.2986601107998898,194560,760,0.0,0.0,0
37,1,0.14798238832365948,0.0,0.0,0.5374640213815789,1.0,0.5374640213815789,0.2193821957236842,0.0,0.0,0.0,0.0,0.46253597861842105,0,0.0,0,0.05833109789374775,0.235218921921363,0.0,0.0,0.29355001981511075,0.29355002006417824,194560,760,0.0,0.0,0
38,1,0.14787237996860053,0.0,0.0,0.5939041940789473,1.0,0.5939041940789473,0.15370065789473683,0.0,0.0,0.0,0.0,0.40609580592105265,0,0.0,0,0.05071986465083778,0.2400767149893861,0.0,0.0,0.2907965796402239,0.2907965793225326,194560,760,0.0,0.0,0
39,1,0.14775949473675792,0.0,0.0,0.5942434210526316,1.0,0.5942434210526316,0.16214021381578947,0.0,0.0,0.0,0.0,0.40575657894736844,0,0.0,0,0.045068370869787606,0.23328240858881097,0.0,0.0,0.2783507794585986,0.27835077941417696,194560,760,0.0,0.0,0
40,1,0.14764373708464731,0.0,0.0,0.6173571134868421,1.0,0.6173571134868421,0.17939967105263158,0.0,0.0,0.0,0.0,0.3826428865131579,0,0.0,0,0.050725507974704286,0.23554684376638185,0.0,0.0,0.2862723517410861,0.2862723515614083,194560,760,0.0,0.0,0
41,1,0.14752511158218262,0.0,0.0,0.6159590871710526,1.0,0.6159590871710526,0.17490234375,0.0,0.0,0.0,0.0,0.38404091282894737,0,0.0,0,0.053801503621262355,0.2363677161892778,0.0,0.0,0.29016921981054017,0.2901692200648157,194560,760,0.0,0.0,0
42,1,0.14740362291249556,0.0,0.0,0.5642423930921052,1.0,0.5642423930921052,0.21148231907894738,0.0,0.0,0.0,0.0,0.4357576069078947,0,0.0,0,0.06697221096837894,0.23764237244858555,0.0,0.0,0.30461458341696446,0.30461458346169246,194560,760,0.0,0.0,0
43,1,0.14727927587175074,0.0,0.0,0.557874177631579,1.0,0.557874177631579,0.19750205592105263,0.0,0.0,0.0,0.0,0.4421258223684211,0,0.0,0,0.05994504964359006,0.2360157713588131,0.0,0.0,0.2959608210024032,0.2959608204858868,194560,760,0.0,0.0,0
44,1,0.14715207536895647,0.0,0.0,0.5615439967105263,1.0,0.5615439967105263,0.21103515625,0.0,0.0,0.0,0.0,0.4384560032894737,0,0.0,0,0.06616690288524535,0.22658360139711908,0.0,0.0,0.29275050428236443,0.29275050420118004,194560,760,0.0,0.0,0
45,1,0.14702202642577075,0.0,0.0,0.5700041118421053,1.0,0.5700041118421053,0.2689247532894737,0.0,0.0,0.0,0.0,0.42999588815789475,0,0.0,0,0.06122650582355594,0.23464975338429211,0.0,0.0,0.29587625920784805,0.2958762592587032,194560,760,0.0,0.0,0
46,1,0.14688913417630317,0.0,0.0,0.6072419819078947,1.0,0.6072419819078947,0.19952199835526316,0.0,0.0,0.0,0.0,0.39275801809210525,0,0.0,0,0.050899832386915624,0.22897279235093218,0.0,0.0,0.2798726247378478,0.2798726249388174,194560,760,0.0,0.0,0
47,1,0.1467534038669123,0.0,0.0,0.5795127467105263,1.0,0.5795127467105263,0.1659693667763158,0.0,0.0,0.0,0.0,0.4204872532894737,0,0.0,0,0.0551084014044854,0.23673031935958486,0.0,0.0,0.29183872076407025,0.29183872090162416,194560,760,0.0,0.0,0
48,1,0.14661484085599816,0.0,0.0,0.6174599095394737,1.0,0.6174599095394737,0.17721525493421053,0.0,0.0,0.0,0.0,0.38254009046052634,0,0.0,0,0.042344385062767144,0.22824785185879784,0.0,0.0,0.270592236921565,0.27059223698942286,194560,760,0.0,0.0,0
49,1,0.1464734506137914,0.0,0.0,0.6014083059210527,1.0,0.6014083059210527,0.17509251644736842,0.0,0.0,0.0,0.0,0.39859169407894735,0,0.0,0,0.04586165230905049,0.2281290899472017,0.0,0.0,0.2739907422562522,0.27399074228382425,194560,760,0.0,0.0,0
50,1,0.14632923872213652,0.0,0.0,0.58134765625,1.0,0.58134765625,0.20935444078947368,0.0,0.0,0.0,0.0,0.41865234375,0,0.0,0,0.04376753104642327,0.2306808152873265,0.0,0.0,0.27444834633374976,0.27444834584664357,194560,760,0.0,0.0,0
51,1,0.1461822108742721,0.0,0.0,0.6077970805921052,1.0,0.6077970805921052,0.13656455592105263,0.0,0.0,0.0,0.0,0.39220291940789476,0,0.0,0,0.04245395569856842,0.23144443241977378,0.0,0.0,0.2738983881183422,0.2738983878767804,194560,760,0.0,0.0,0
52,1,0.14603237287460583,0.0,0.0,0.5892783717105263,1.0,0.5892783717105263,0.1673057154605263,0.0,0.0,0.0,0.0,0.4107216282894737,0,0.0,0,0.03391727302652343,0.23251863637644993,0.0,0.0,0.26643590940297335,0.26643590929084704,194560,760,0.0,0.0,0
53,1,0.14587973063848533,0.0,0.0,0.6042094983552632,1.0,0.6042094983552632,0.2183079769736842,0.0,0.0,0.0,0.0,0.39579050164473684,0,0.0,0,0.04287412036914918,0.22993632626572721,0.0,0.0,0.2728104466348764,0.2728104462651046,194560,760,0.0,0.0,0
54,1,0.1457242901919648,0.0,0.0,0.5864052220394737,1.0,0.5864052220394737,0.22018400493421053,0.0,0.0,0.0,0.0,0.4135947779605263,0,0.0,0,0.050999010652977676,0.23448545808266652,0.0,0.0,0.2854844687356442,0.28548446878006584,194560,760,0.0,0.0,0
55,1,0.14556605767156694,0.0,0.0,0.6273334703947369,1.0,0.6273334703947369,0.18157894736842106,0.0,0.0,0.0,0.0,0.37266652960526314,0,0.0,0,0.04557433229822077,0.2245592895209005,0.0,0.0,0.27013362181912126,0.2701336220200909,194560,760,0.0,0.0,0
56,1,0.14540503932404059,0.0,0.0,0.6073807565789474,1.0,0.6073807565789474,0.17976973684210526,0.0,0.0,0.0,0.0,0.39261924342105264,0,0.0,0,0.04172645581650278,0.2232206566553367,0.0,0.0,0.26494711247183944,0.2649471127379097,194560,760,0.0,0.0,0
57,1,0.14524124150611445,0.0,0.0,0.6078947368421053,1.0,0.6078947368421053,0.1724146792763158,0.0,0.0,0.0,0.0,0.39210526315789473,0,0.0,0,0.03395462851683413,0.2243847825515427,0.0,0.0,0.2583394110683768,0.25833941119674003,194560,760,0.0,0.0,0
58,1,0.1450746706842459,0.0,0.0,0.595471833881579,1.0,0.595471833881579,0.20364925986842106,0.0,0.0,0.0,0.0,0.4045281661184211,0,0.0,0,0.03258830348097131,0.23454169522186644,0.0,0.0,0.26712999870283777,0.2671299988698018,194560,760,0.0,0.0,0
59,1,0.14490533343436582,0.0,0.0,0.6151315789473685,1.0,0.6151315789473685,0.17510279605263157,0.0,0.0,0.0,0.0,0.3848684210526316,0,0.0,0,0.033808780608294335,0.23437765053424395,0.0,0.0,0.26818643114253826,0.2681864310252039,194560,760,0.0,0.0,0
60,1,0.14473323644161884,0.0,0.0,0.6035978618421053,1.0,0.6035978618421053,0.2146227384868421,0.0,0.0,0.0,0.0,0.3964021381578947,0,0.0,0,0.037185266937165964,0.22808446773376903,0.0,0.0,0.265269734670935,0.26526973453399383,194560,760,0.0,0.0,0
61,1,0.1445583865000996,0.0,0.0,0.6353053042763158,1.0,0.6353053042763158,0.15739103618421052,0.0,0.0,0.0,0.0,0.36469469572368424,0,0.0,0,0.04178098967332564,0.22963120968718279,0.0,0.0,0.2714121993605084,0.2714121997552483,194560,760,0.0,0.0,0
62,1,0.14438079051258434,0.0,0.0,0.6184775904605263,1.0,0.6184775904605263,0.16598478618421053,0.0,0.0,0.0,0.0,0.3815224095394737,0,0.0,0,0.043078583296033014,0.22204864050604795,0.0,0.0,0.265127223802081,0.26512722396536875,194560,760,0.0,0.0,0
63,1,0.14420045549025862,0.0,0.0,0.63017578125,1.0,0.63017578125,0.21414987664473684,0.0,0.0,0.0,0.0,0.36982421875,0,0.0,0,0.03196678937222858,0.22015555369618692,0.0,0.0,0.2521223430684155,0.25212234326295163,194560,760,0.0,0.0,0
64,1,0.14401738855244028,0.0,0.0,0.610608552631579,1.0,0.610608552631579,0.1690892269736842,0.0,0.0,0.0,0.0,0.3893914473684211,0,0.0,0,0.028000239817284684,0.22518599755865962,0.0,0.0,0.2531862373759443,0.25318623694934345,194560,760,0.0,0.0,0
65,1,0.14383159692629857,0.0,0.0,0.6449424342105263,1.0,0.6449424342105263,0.1538034539473684,0.0,0.0,0.0,0.0,0.3550575657894737,0,0.0,0,0.02481457814467017,0.2245324448633351,0.0,0.0,0.24934702300800526,0.24934702317573523,194560,760,0.0,0.0,0
66,1,0.1436430879465688,0.0,0.0,0.6163034539473684,1.0,0.6163034539473684,0.17449629934210525,0.0,0.0,0.0,0.0,0.3836965460526316,0,0.0,0,0.040666938288823555,0.22989132417071806,0.0,0.0,0.2705582624595416,0.27055826257718235,194560,760,0.0,0.0,0
67,1,0.14345186905526272,0.0,0.0,0.641930509868421,1.0,0.641930509868421,0.1670435855263158,0.0,0.0,0.0,0.0,0.35806949013157896,0,0.0,0,0.03805086579890676,0.2266608905537348,0.0,0.0,0.26471175635264155,0.2647117565238946,194560,760,0.0,0.0,0
68,1,0.14325794780137463,0.0,0.0,0.6196237664473684,1.0,0.6196237664473684,0.21674033717105262,0.0,0.0,0.0,0.0,0.38037623355263156,0,0.0,0,0.033035097827699866,0.22788591847607964,0.0,0.0,0.2609210163037795,0.2609210164923417,194560,760,0.0,0.0,0
69,1,0.14306133184058376,0.0,0.0,0.5943564967105263,1.0,0.5943564967105263,0.19989720394736843,0.0,0.0,0.0,0.0,0.4056435032894737,0,0.0,0,0.04782675310286179,0.2290595056195008,0.0,0.0,0.2768862587223626,0.2768862586076322,194560,760,0.0,0.0,0
70,1,0.14286202893495145,0.0,0.0,0.6477847450657894,1.0,0.6477847450657894,0.13775699013157894,0.0,0.0,0.0,0.0,0.3522152549342105,0,0.0,0,0.037442704864262946,0.22484948379232694,0.0,0.0,0.2622921886565899,0.26229218805306836,194560,760,0.0,0.0,0
71,1,0.14266004695261522,0.0,0.0,0.6511307565789474,1.0,0.6511307565789474,0.1564453125,0.0,0.0,0.0,0.0,0.34886924342105263,0,0.0,0,0.03570801150651134,0.22881184655584788,0.0,0.0,0.2645198580623592,0.26451985837989733,194560,760,0.0,0.0,0
72,1,0.14245539386747785,0.0,0.0,0.6302528782894737,1.0,0.6302528782894737,0.18252467105263157,0.0,0.0,0.0,0.0,0.3697471217105263,0,0.0,0,0.029866123851388694,0.22761966547879733,0.0,0.0,0.257485789330186,0.2574857897860439,194560,760,0.0,0.0,0
73,1,0.14224807775889273,0.0,0.0,0.6211759868421053,1.0,0.6211759868421053,0.22078536184210526,0.0,0.0,0.0,0.0,0.3788240131578947,0,0.0,0,0.030512946434962367,0.22145321271137186,0.0,0.0,0.25196615914633425,0.2519661591437302,194560,760,0.0,0.0,0
74,1,0.14203810681134474,0.0,0.0,0.6186266447368421,1.0,0.6186266447368421,0.18236019736842105,0.0,0.0,0.0,0.0,0.3813733552631579,0,0.0,0,0.030681196246740382,0.23062962798499748,0.0,0.0,0.26131082423173785,0.26131082432050456,194560,760,0.0,0.0,0
75,1,0.14182548931412758,0.0,0.0,0.6534950657894737,1.0,0.6534950657894737,0.17264083059210528,0.0,0.0,0.0,0.0,0.3465049342105263,0,0.0,0,0.02957332684201997,0.22317349455858532,0.0,0.0,0.2527468214006053,0.25274682111646,194560,760,0.0,0.0,0
76,1,0.1416102336610158,0.0,0.0,0.6326994243421052,1.0,0.6326994243421052,0.20303762335526315,0.0,0.0,0.0,0.0,0.36730057565789476,0,0.0,0,0.026618532240115057,0.22585535556274025,0.0,0.0,0.2524738878028553,0.2524738873600175,194560,760,0.0,0.0,0
77,1,0.1413923483499341,0.0,0.0,0.6624845805921052,1.0,0.6624845805921052,0.14608347039473685,0.0,0.0,0.0,0.0,0.33751541940789476,0,0.0,0,0.028639571384241877,0.21545499137749796,0.0,0.0,0.24409456276173985,0.24409456280501265,194560,760,0.0,0.0,0
78,1,0.14117184198262148,0.0,0.0,0.6727333470394737,1.0,0.6727333470394737,0.13748972039473684,0.0,0.0,0.0,0.0,0.3272666529605263,0,0.0,0,0.02262467875583465,0.21464170920417497,0.0,0.0,0.23726638796000962,0.23726638811395356,194560,760,0.0,0.0,0
79,1,0.14094872326429173,0.0,0.0,0.6262438322368421,1.0,0.6262438322368421,0.17667043585526315,0.0,0.0,0.0,0.0,0.3737561677631579,0,0.0,0,0.03603002343703625,0.22760239344482358,0.0,0.0,0.26363241688185984,0.2636324170584741,194560,760,0.0,0.0,0
80,1,0.14072300100328974,0.0,0.0,0.6479749177631579,1.0,0.6479749177631579,0.19476768092105262,0.0,0.0,0.0,0.0,0.3520250822368421,0,0.0,0,0.02722527982320906,0.21619493593706895,0.0,0.0,0.243420215760278,0.2434202155392421,194560,760,0.0,0.0,0
81,1,0.14049468411074403,0.0,0.0,0.6398283305921053,1.0,0.6398283305921053,0.17142783717105264,0.0,0.0,0.0,0.0,0.36017166940789475,0,0.0,0,0.03239999686943759,0.22100588013663103,0.0,0.0,0.25340587700606865,0.25340587671257947,194560,760,0.0,0.0,0
82,1,0.1402637816002144,0.0,0.0,0.5967722039473684,1.0,0.5967722039473684,0.22075966282894738,0.0,0.0,0.0,0.0,0.4032277960526316,0,0.0,0,0.03058464318026764,0.2275194177600114,0.0,0.0,0.25810406094027905,0.25810406084515547,194560,760,0.0,0.0,0
83,1,0.14003030258733673,0.0,0.0,0.6413497121710526,1.0,0.6413497121710526,0.17598684210526316,0.0,0.0,0.0,0.0,0.35865028782894737,0,0.0,0,0.02690545654285846,0.2177038768992612,0.0,0.0,0.24460933344211966,0.24460933335909718,194560,760,0.0,0.0,0
84,1,0.1397942562894626,0.0,0.0,0.64814453125,1.0,0.64814453125,0.1950452302631579,0.0,0.0,0.0,0.0,0.35185546875,0,0.0,0,0.03742897391861525,0.2219716294521564,0.0,0.0,0.25940060337077164,0.2594006029888988,194560,760,0.0,0.0,0
85,1,0.13955565202529577,0.0,0.0,0.6633223684210526,1.0,0.6633223684210526,0.1866673519736842,0.0,0.0,0.0,0.0,0.33667763157894737,0,0.0,0,0.029233891683964574,0.21699506482599598,0.0,0.0,0.24622895650996054,0.24622895664682515,194560,760,0.0,0.0,0
86,1,0.13931449921452393,0.0,0.0,0.6524773848684211,1.0,0.6524773848684211,0.13571134868421053,0.0,0.0,0.0,0.0,0.34752261513157895,0,0.0,0,0.024554765108194643,0.21494010964310484,0.0,0.0,0.2394948747512995,0.23949487488716842,194560,760,0.0,0.0,0
87,1,0.13907080737744706,0.0,0.0,0.6461143092105263,1.0,0.6461143092105263,0.18482730263157895,0.0,0.0,0.0,0.0,0.3538856907894737,0,0.0,0,0.029084655642892407,0.22439317656190771,0.0,0.0,0.25347783220480014,0.2534778323710749,194560,760,0.0,0.0,0
88,1,0.13882458613460189,0.0,0.0,0.6629317434210527,1.0,0.6629317434210527,0.16048519736842104,0.0,0.0,0.0,0.0,0.33706825657894735,0,0.0,0,0.029091271547306525,0.2206021183709565,0.0,0.0,0.24969338991826304,0.24969339012903602,194560,760,0.0,0.0,0
89,1,0.13857584520638128,0.0,0.0,0.6207185444078948,1.0,0.6207185444078948,0.17262541118421051,0.0,0.0,0.0,0.0,0.37928145559210524,0,0.0,0,0.027458563420192438,0.22112243273540547,0.0,0.0,0.2485809961555979,0.24858099630004482,194560,760,0.0,0.0,0
90,1,0.13832459441265113,0.0,0.0,0.6395456414473685,1.0,0.6395456414473685,0.1292197779605263,0.0,0.0,0.0,0.0,0.3604543585526316,0,0.0,0,0.03178264223648799,0.2181255852705554,0.0,0.0,0.2499082275070434,0.24990822770877888,194560,760,0.0,0.0,0
91,1,0.1380708436723627,0.0,0.0,0.6302888569078947,1.0,0.6302888569078947,0.19156044407894737,0.0,0.0,0.0,0.0,0.3697111430921053,0,0.0,0,0.032214167144756126,0.2248647621979839,0.0,0.0,0.25707892934274,0.25707892920625836,194560,760,0.0,0.0,0
92,1,0.13781460300316065,0.0,0.0,0.6604389391447368,1.0,0.6604389391447368,0.15785361842105264,0.0,0.0,0.0,0.0,0.33956106085526316,0,0.0,0,0.02193169530165553,0.21782975770337018,0.0,0.0,0.23976145300502572,0.23976145348462619,194560,760,0.0,0.0,0
93,1,0.13755588252098777,0.0,0.0,0.6691509046052632,1.0,0.6691509046052632,0.1395250822368421,0.0,0.0,0.0,0.0,0.33084909539473684,0,0.0,0,0.02303037840235782,0.21178307433269525,0.0,0.0,0.23481345273505308,0.2348134523257613,194560,760,0.0,0.0,0
94,1,0.13729469243968592,0.0,0.0,0.6517680921052632,1.0,0.6517680921052632,0.17842824835526316,0.0,0.0,0.0,0.0,0.34823190789473685,0,0.0,0,0.023988334769934515,0.21955423893308953,0.0,0.0,0.24354257370302404,0.24354257399314327,194560,760,0.0,0.0,0
